symbol	panels	version
PRUNE1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PSAP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PSAT1	POLYM	POLYM_v1
PSMB8	POLYM,RGDI+	POLYM_v1,RGDI+_v1
PSMC5	RGDI+	RGDI+_v1
PSMD12	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PSPH	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PTCH1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PTCHD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PTDSS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PTEN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PTF1A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PTH1R	POLYM,RGDI+	POLYM_v1,RGDI+_v1
PTHLH	POLYM,RGDI+	POLYM_v1,RGDI+_v1
PTPN11	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PTPN23	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PTPN4	RGDI,RGDI+	RGDI+_v1,RGDI_v2
PTRH2	RGDI+	RGDI+_v1
PTRHD1	RGDI,RGDI+	RGDI+_v1,RGDI_v2
PTS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PUF60	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PUM1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PURA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PUS1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PUS3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PUS7	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PYCR1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PYCR2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PYGL	POLYM	POLYM_v1
PYGM	DYSM,MMG,POLYM,RHAB	DYSM_v1,MMG_v1,POLYM_v1,RHAB_v1
PYROXD1	MMG,MYOC	MMG_v1,MYOC_v1
QARS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
QDPR	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
QRICH1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
QRSL1	MITN,POLYM	MITN_v1,POLYM_v1
RAB11A	RGDI+	RGDI+_v1
RAB11B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RAB14	RGDI+	RGDI+_v1
RAB18	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RAB23	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RAB33B	POLYM	POLYM_v1
RAB39B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RAB3GAP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RAB3GAP2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RABGAP1	RGDI+	RGDI+_v1
RAC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RAC3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RAD21	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RAD51	RGDI+	RGDI+_v1
RAF1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RAI1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RALA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RALGAPA1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
RAP1B	RGDI+	RGDI+_v1
RAP1GDS1	RGDI+	RGDI+_v1
RAPSN	MMG,MYAC,POLYM	MMG_v1,MYAC_v1,POLYM_v1
RARB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RARS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
RARS2	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RASA1	POLYM	POLYM_v1
RASGRP2	POLYM	POLYM_v1
RAX	POLYM,RGDI+	POLYM_v1,RGDI+_v1
RBBP8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RBCK1	MMG,MYOC,POLYM	MMG_v1,MYOC_v1,POLYM_v1
RBM10	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RBM8A	POLYM	POLYM_v1
RBP4	POLYM	POLYM_v1
RBPJ	POLYM,RGDI+	POLYM_v1,RGDI+_v1
RECQL4	POLYM	POLYM_v1
RELN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
REN	POLYM	POLYM_v1
RERE	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RET	POLYM	POLYM_v1
RETREG1	POLYM	POLYM_v1
RFT1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RFX3	RGDI,RGDI+	RGDI+_v1,RGDI_v2
RFX4	RGDI,RGDI+	RGDI+_v1,RGDI_v2
RFX6	POLYM	POLYM_v1
RFX7	RGDI,RGDI+	RGDI+_v1,RGDI_v2
RHEB	RGDI+	RGDI+_v1
RHOBTB2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RIC1	RGDI+	RGDI+_v1
RINT1	POLYM	POLYM_v1
RIPK4	POLYM	POLYM_v1
RIT1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RLIM	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RMND1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RMRP	POLYM,RGDI+	POLYM_v1,RGDI+_v1
RNASEH1	MITN,POLYM	MITN_v1,POLYM_v1
RNASEH2A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RNASEH2B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RNASEH2C	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RNASET2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RNF113A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
RNF125	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RNF13	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
RNF220	RGDI+	RGDI+_v1
RNPC3	RGDI+	RGDI+_v1
RNU4ATAC	POLYM,RGDI+	POLYM_v1,RGDI+_v1
RNU7-1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
ROBO3	POLYM	POLYM_v1
ROGDI	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ROR2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RORA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RPE65	POLYM	POLYM_v1
RPGRIP1	POLYM	POLYM_v1
RPGRIP1L	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RPIA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RPL10	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RPL11	POLYM	POLYM_v1
RPL13	POLYM	POLYM_v1
RPL35A	POLYM	POLYM_v1
RPL5	POLYM	POLYM_v1
RPS10	POLYM	POLYM_v1
RPS17	POLYM	POLYM_v1
RPS19	POLYM	POLYM_v1
RPS24	POLYM	POLYM_v1
RPS26	POLYM	POLYM_v1
RPS6KA3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RPS7	POLYM	POLYM_v1
RRAS2	POLYM	POLYM_v1
RRM2B	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RSPH1	POLYM	POLYM_v1
RSPH3	POLYM	POLYM_v1
RSPO4	POLYM	POLYM_v1
RSPRY1	RGDI+	RGDI+_v1
RSRC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
RTEL1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RTN4IP1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RTTN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RUNX2	POLYM	POLYM_v1
RUSC2	RGDI+	RGDI+_v1
RXYLT1	DYSM,MMG,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
RYR1	DYSM,HYPM,MMG,MYOC,POLYM,RHAB	DYSM_v1,HYPM_v1,MMG_v1,MYOC_v1,POLYM_v1,RHAB_v1
RYR2	RGDI+	RGDI+_v1
SACS	MITN,POLYM	MITN_v1,POLYM_v1
SALL1	POLYM,RGDI+	POLYM_v1,RGDI+_v1
SALL4	POLYM	POLYM_v1
SAMD9	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SAMHD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SAR1B	POLYM	POLYM_v1
SARS1	RGDI+	RGDI+_v1
SARS2	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
SATB1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SATB2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SBDS	POLYM	POLYM_v1
SBF1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SC5D	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SCAF4	RGDI+	RGDI+_v1
SCAMP5	RGDI+	RGDI+_v1
SCAPER	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SCARF2	POLYM	POLYM_v1
SCN11A	POLYM	POLYM_v1
SCN1A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SCN1B	POLYM	POLYM_v1
SCN2A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SCN3A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SCN4A	MMG,MYAC,MYOC,POLYM	MMG_v1,MYAC_v1,MYOC_v1,POLYM_v1
SCN8A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SCO1	MITN,POLYM,RGDI	MITN_v1,POLYM_v1,RGDI_v1
SCO2	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SCP2	POLYM	POLYM_v1
SCUBE3	POLYM	POLYM_v1
SCYL1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SDCCAG8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SDHA	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SDHAF1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SDHB	MITN,POLYM	MITN_v1,POLYM_v1
SDHD	MITN,POLYM	MITN_v1,POLYM_v1
SEC23B	POLYM	POLYM_v1
SEC24D	POLYM	POLYM_v1
SEC31A	RGDI+	RGDI+_v1
SELENON	DYSM,MMG,MYOC	DYSM_v1,MMG_v1,MYOC_v1
SEPSECS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SEPTIN9	POLYM	POLYM_v1
SERAC1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SERPINF1	POLYM	POLYM_v1
SERPINH1	POLYM	POLYM_v1
SET	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SETBP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SETD1A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SETD1B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SETD2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SETD5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SETX	POLYM	POLYM_v1
SF3B4	POLYM	POLYM_v1
SFRP4	POLYM	POLYM_v1
SFXN4	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
SGCA	DYSM,MMG	DYSM_v1,MMG_v1
SGCB	DYSM,MMG	DYSM_v1,MMG_v1
SGCD	DYSM,MMG	DYSM_v1,MMG_v1
SGCG	DYSM,MMG	DYSM_v1,MMG_v1
SGMS2	POLYM	POLYM_v1
SGPL1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SGSH	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SH3BP2	POLYM	POLYM_v1
SH3PXD2B	POLYM	POLYM_v1
SHANK2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SHANK3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SHH	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SHMT2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SHOC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SHOX	POLYM	POLYM_v1
SI	POLYM	POLYM_v1
SIAH1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SIK1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SIL1	MMG,POLYM,RGDI,RGDI+,RHAB	MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2,RHAB_v1
SIN3A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SIN3B	RGDI,RGDI+	RGDI+_v1,RGDI_v2
SIX1	POLYM	POLYM_v1
SIX3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SIX5	POLYM	POLYM_v1
SKI	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SKIV2L	POLYM	POLYM_v1
SLC10A7	POLYM	POLYM_v1
SLC12A2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SLC12A3	POLYM	POLYM_v1
SLC12A5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC12A6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC13A5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC16A1	POLYM	POLYM_v1
SLC16A2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC17A5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC18A2	POLYM	POLYM_v1
SLC18A3	MMG,MYAC	MMG_v1,MYAC_v1
SLC19A2	MITN,POLYM	MITN_v1,POLYM_v1
SLC19A3	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC1A1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SLC1A2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC1A4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC22A5	POLYM	POLYM_v1
SLC25A1	MITN,MMG,MYAC,POLYM,RGDI,RGDI+	MITN_v1,MMG_v1,MYAC_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC25A12	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC25A13	POLYM	POLYM_v1
SLC25A15	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC25A19	MITN,POLYM	MITN_v1,POLYM_v1
SLC25A20	POLYM	POLYM_v1
SLC25A22	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC25A24	POLYM	POLYM_v1
SLC25A26	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
SLC25A3	MITN,POLYM	MITN_v1,POLYM_v1
SLC25A32	MITN,POLYM	MITN_v1,POLYM_v1
SLC25A38	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
SLC25A4	MITN,POLYM	MITN_v1,POLYM_v1
SLC25A42	MITN,POLYM	MITN_v1,POLYM_v1
SLC25A46	MITN,POLYM	MITN_v1,POLYM_v1
SLC26A2	POLYM,RGDI+	POLYM_v1,RGDI+_v1
SLC27A4	POLYM,RGDI+	POLYM_v1,RGDI+_v1
SLC29A3	POLYM	POLYM_v1
SLC2A1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC2A10	POLYM	POLYM_v1
SLC2A2	POLYM	POLYM_v1
SLC30A10	POLYM	POLYM_v1
SLC33A1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC34A1	POLYM	POLYM_v1
SLC34A3	POLYM	POLYM_v1
SLC35A1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC35A2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC35A3	RGDI+	RGDI+_v1
SLC35B2	RGDI+	RGDI+_v1
SLC35C1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC35D1	POLYM,RGDI+	POLYM_v1,RGDI+_v1
SLC37A4	POLYM	POLYM_v1
SLC38A3	RGDI+	RGDI+_v1
SLC39A13	POLYM,RGDI+	POLYM_v1,RGDI+_v1
SLC39A14	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC39A4	POLYM	POLYM_v1
SLC39A8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC3A1	POLYM	POLYM_v1
SLC40A1	POLYM	POLYM_v1
SLC46A1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC4A1	POLYM,RGDI+	POLYM_v1,RGDI+_v1
SLC4A11	POLYM,RGDI+	POLYM_v1,RGDI+_v1
SLC4A4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC52A2	POLYM	POLYM_v1
SLC52A3	POLYM	POLYM_v1
SLC5A1	POLYM	POLYM_v1
SLC5A5	POLYM	POLYM_v1
SLC5A6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SLC5A7	MMG,MYAC,RGDI+	MMG_v1,MYAC_v1,RGDI+_v1
SLC6A1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC6A17	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC6A19	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC6A20	POLYM	POLYM_v1
SLC6A3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC6A5	POLYM	POLYM_v1
SLC6A8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC6A9	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC7A7	POLYM	POLYM_v1
SLC7A9	POLYM	POLYM_v1
SLC9A6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SLC9A7	RGDI+	RGDI+_v1
SLCO2A1	POLYM	POLYM_v1
SLX4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMAD3	POLYM,RGDI+	POLYM_v1,RGDI+_v1
SMAD4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMAD6	POLYM	POLYM_v1
SMARCA2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMARCA4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMARCA5	RGDI,RGDI+	RGDI+_v1,RGDI_v2
SMARCAL1	POLYM	POLYM_v1
SMARCB1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMARCC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMARCD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMARCD2	RGDI+	RGDI+_v1
SMARCE1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMC1A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMC3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMCHD1	POLYM	POLYM_v1
SMG8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SMG9	RGDI+	RGDI+_v1
SMO	POLYM	POLYM_v1
SMOC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMPD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMPD4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SMS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SNAP25	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SNAP29	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SNIP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SNORD118	POLYM,RGDI+	POLYM_v1,RGDI+_v1
SNRPB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SNX10	POLYM	POLYM_v1
SNX14	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SNX27	RGDI,RGDI+	RGDI+_v1,RGDI_v2
SON	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SOS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SOS2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SOST	POLYM	POLYM_v1
SOX10	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SOX11	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SOX17	POLYM	POLYM_v1
SOX2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SOX3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1
SOX4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SOX5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SOX6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SOX9	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SP7	POLYM	POLYM_v1
SPAG1	POLYM	POLYM_v1
SPARC	POLYM	POLYM_v1
SPART	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SPATA5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SPATA5L1	RGDI+	RGDI+_v1
SPECC1L	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SPEG	MMG,MYOC,POLYM	MMG_v1,MYOC_v1,POLYM_v1
SPEN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
SPG11	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
SPG7	MITN,POLYM	MITN_v1,POLYM_v1
SPOP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
